"ID";"Questao";"Área"
"139";"No atletismo, um grande desafio da prova de 100 metros
rasos é a sua conclusão num tempo abaixo da marca de
referência dos 10,00 segundos. Vários atletas já alcançaram
esse feito. Em 2009, o jamaicano Usain Bolt estabeleceu o
recorde mundial masculino dessa prova, com o tempo de
9,58 segundos.
Qual é a diferença, em segundo, entre a marca de referência e
a marca estabelecida por Usain Bolt em 2009?
A 0,02
B 0,42
C 0,52
D 1,02
E 1,42";"MATEMÁTICA E SUAS TECNOLOGIAS"
"140";"A reportagem de uma revista abordou o uso de redes sociais
pelos internautas brasileiros. Alguns dos dados apurados pela
reportagem estão apresentados no infográfico.
Descrição do infográfico: O infográfico, intitulado Perfil dos
brasileiros nas redes sociais, informa que:
90 por cento dos internautas brasileiros acessam redes sociais;
60 por cento da quantidade de internautas brasileiros que
acessam redes sociais são mulheres.
Perfil dos brasileiros nas redes sociais
Segundo os dados do infográfico, ao se escolher aleatoriamente
um internauta brasileiro no período ao qual se refere a
reportagem, a probabilidade de ele ser um homem que acessa
alguma rede social é
A fração de numerador 30 e denominador 90.
B fração de numerador 36 e denominador 100.
C fração de numerador 40 e denominador 100.
D fração de numerador 40 e denominador 90.
E fração de numerador 46 e denominador 90.
M2025
NJA | LEDOR 21
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"141";"Uma pessoa pretende instalar um kit de gás natural veicular
(GNV) em seu carro. Na loja que escolheu para realizar a
compra e instalação desse kit, havia cinco modelos de cilindro
para armazenamento do gás, cujas capacidades, em metro
cúbico, eram, respectivamente: 10, 14, 17, 21 e 25. O preço
do cilindro é proporcional à sua capacidade. Esse carro rodará
30 quilômetros diariamente, 7 dias por semana, e o consumo
do GNV é de 1 metro cúbico a cada 13 quilômetros rodados.
A pessoa escolherá o modelo de cilindro de menor preço e que
garanta apenas um abastecimento semanal.
Nessas condições, qual será a capacidade, em metro cúbico, do
cilindro escolhido por essa pessoa?
A 10
B 14
C 17
D 21
E 25";"MATEMÁTICA E SUAS TECNOLOGIAS"
"142";"Ao planejar uma viagem, um motorista consultou em um
aplicativo as possíveis rotas e suas respectivas velocidades
médias. Para cada uma das cinco rotas possíveis, ele anotou a
distância a ser percorrida, conforme o quadro.
Descrição do quadro: Quadro que apresenta as distâncias,
em quilômetro, e as velocidades médias, em quilômetro por
hora, para cinco rotas:
Rota 1: distância 680 e velocidade média 40;
Rota 2: distância 840 e velocidade média 60;
Rota 3: distância 650 e velocidade média 50;
Rota 4: distância 840 e velocidade média 48;
Rota 5: distância 660 e velocidade média 55.
Rota Distância (km) Velocidade média (km/h)
1 680 40
2 840 60
3 650 50
4 840 48
5 660 55
Sabendo que a velocidade média é dada pela razão da
distância percorrida pelo tempo gasto na rota, ele escolherá
aquela que apresentar o menor tempo de viagem.
A rota que permite realizar a viagem no menor tempo é a
A 1.
B 2.
C 3.
D 4.
E 5.
ENEN2
22 MATEMÁTIC
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"143";"No entorno de uma lagoa circular, cujo raio mede
1 quilômetro, há um uma ciclovia. Devido aos frequentes
roubos de bicicleta, a prefeitura planeja alocar policiais em
posições estratégicas para patrulhar essa ciclovia, de forma
a torná-la totalmente protegida. Um ponto da ciclovia é
considerado protegido se houver pelo menos um policial a, no
máximo, 200 metros de distância daquele ponto, posicionado
sobre a ciclovia. A figura ilustra um ponto P sobre a ciclovia, que
estará protegido se houver pelo menos um policial posicionado
sobre a região de cor cinza escuro.
Desconsidere a largura da pista da ciclovia e utilize 3 como
aproximação para pi.
Descrição da figura: Figura de um círculo, cuja circunferência
representa uma ciclovia na qual está marcado o ponto P,
destaca um trecho de 400 metros, em que o ponto P ocupa
a posição central.
Nessas condições, a quantidade mínima necessária de policiais a
serem alocados ao longo dessa ciclovia para torná-la protegida é
A 4.
B 8.
C 15.
D 30.
E 60.";"MATEMÁTICA E SUAS TECNOLOGIAS"
"144";"Em um laboratório, um recipiente contém 10 litros de
uma solução composta apenas pelas substâncias S índice 1 e
S índice 2. Dessa solução, 99,95 por cento é de S índice 1.
Uma quantidade de S índice 1 será retirada dessa solução,
mantendo a quantidade inicial de S índice 2, de modo que
99,90 por cento da nova solução seja de S índice 1.
Qual é a quantidade de S índice 1, em litro, que será retirada?
A 0,0050
B 0,0100
C 0,5000
D 4,9775
E 5,0000
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR";"MATEMÁTICA E SUAS TECNOLOGIAS"
"145";"Uma distribuidora de combustível possui caminhões-tanque com capacidade de 30 000 litros cada. Em qualquer transporte
realizado por esses caminhões, um mesmo volume de combustível é descartado, pois fica com muitas impurezas. Esse volume
descartado independe da quantidade transportada.
Um posto de combustível encomendou 10 000 litros de gasolina dessa distribuidora, que enviou 10 200 litros, considerando o
volume descartado no transporte. Mesmo assim, a quantidade de gasolina entregue ao posto foi de 9 900 litros.
Em um novo pedido, esse posto solicitou que fosse entregue exatamente o dobro do volume de gasolina encomendado no
pedido anterior.
Utilizando o mesmo caminhão da entrega anterior, qual é o volume mínimo de gasolina, em litro, que a distribuidora deverá enviar
para garantir a entrega da quantidade encomendada nesse novo pedido?
A 20 100
B 20 200
C 20 300
D 20 400
E 20 600";"MATEMÁTICA E SUAS TECNOLOGIAS"
"146";"Uma empresa de tecnologia vai padronizar a velocidade de conexão de internet que oferece a seus clientes em dez cidades. A direção
da empresa decide que seu novo padrão de velocidade de referência será a mediana dos valores das velocidades de referência de
conexões nessas dez cidades. Esses valores, em megabyte por segundo, são apresentados no quadro.
Descrição do quadro: O quadro apresenta a velocidade de referência, em megabyte por segundo, em relação a cada cidade:
Cidade C1: 390;
Cidade C2: 380;
Cidade C3: 320;
Cidade C4: 390;
Cidade C5: 340;
Cidade C6: 380;
Cidade C7: 390;
Cidade C8: 400;
Cidade C9: 350;
Cidade C10: 360.
Cidades Velocidade de referência (MB/s)
C1 390
C2 380
C3 320
C4 390
C5 340
C6 380
C7 390
C8 400
C9 350
C10 360
A velocidade de referência, em megabyte por segundo, a ser adotada por essa empresa é
A 360.
B 370.
C 380.
D 390.
E 400.
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"147";"A cúpula pentagonal giralongada é um poliedro de Johnson,
cujas faces são polígonos regulares, mas que não é um poliedro
de Platão, de Arquimedes, prisma ou antiprisma.
As figuras apresentam esse poliedro em duas posições e
uma de suas planificações.
Descrição das figuras: A primeira figura apresenta o poliedro
em duas posições diferentes, e a segunda figura apresenta uma
de suas planificações, que é formada por 1 decágono regular,
1 pentágono regular, 5 quadrados e 25 triângulos equiláteros.
Quantos vértices tem esse poliedro?
A 21
B 25
C 55
D 80
E 110";"MATEMÁTICA E SUAS TECNOLOGIAS"
"148";"Uma fábrica de tijolos ecológicos com 3 funcionários,
cada um trabalhando 6 horas diárias, produz 720 unidades
por dia. Para atender ao crescimento da demanda por esse
tipo de tijolo, essa fábrica passou a ter 5 funcionários, cada um
trabalhando 9 horas por dia, aumentando, assim, sua capacidade
de produção. Todos os funcionários produzem igual quantidade
de tijolos a cada hora, independentemente de trabalharem
6 ou 9 horas diárias.
O número de tijolos fabricados diariamente após o aumento da
capacidade de produção é
A 800.
B 1 080.
C 1 200.
D 1 800.
E 2 520.
ENEN2
24 MATEMÁTIC
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"149";"Para acompanhar o fluxo de visitantes em seu prédio,
uma empresa estabeleceu um código de identificação para a
visitação. De acordo com a regra estabelecida, cada visitante será
identificado com um código sequencial numérico com 7 dígitos,
determinado, da esquerda para a direita, da seguinte forma:
• o primeiro dígito indica o andar ao qual o visitante se
dirige, que é um número de 1 a 4;
• os dois próximos dígitos correspondem ao número do
setor da empresa ao qual o visitante se destina. Esse
número varia de 01 a 20;
• os três dígitos seguintes correspondem ao número do
funcionário da empresa com quem o visitante irá se reunir.
Esse número varia de 001 a 135;
• o último dígito indica se o visitante chegou à empresa
pela manhã, dígito 0, ou à tarde, dígito 1.
Um visitante chegou à empresa às 10 horas da manhã para
se reunir com o funcionário identificado pelo número 109, que
trabalha no setor 08 da empresa, localizado no segundo andar.
O código de identificação desse visitante é
A 0109082.
B 0281090.
C 1010982.
D 2081090.
E 2810910.";"MATEMÁTICA E SUAS TECNOLOGIAS"
"150";"Quatro candidatos se apresentaram para realizar a prova de
um concurso. Antes de iniciar a prova, os celulares dos quatro
candidatos foram recolhidos pelo aplicador, que os guardou,
cada um, dentro de um envelope preto. Ao término da prova,
o aplicador devolveu os quatro envelopes com os celulares aos
quatro candidatos, de maneira aleatória, já que não havia feito
a identificação dos envelopes.
A probabilidade de que todos os candidatos tenham recebido
de volta os envelopes com os seus respectivos celulares é
A um meio
B um décimo
C um dezesseis avos
D um vinte e quatro avos
E um duzentos e cinquenta e seis avos
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"151";"Uma escola de idiomas oferece cursos de inglês, espanhol,
francês e alemão. Os gráficos apresentam a distribuição
percentual das matrículas, por idioma, em 2023, e a distribuição
da quantidade de matrículas, por idioma, em 2024.
Descrição dos gráficos: Um gráfico de setores, intitulado
Porcentagem de matrículas por idioma – 2023, apresenta os
seguintes dados:
Inglês: 60 por cento;
Espanhol: 25 por cento;
Francês: 10 por cento;
Alemão: 5 por cento.
Um outro gráfico de barras verticais, intitulado Quantidade de
matrículas por idioma – 2024, apresenta os seguintes dados:
Inglês: 280;
Espanhol: 80;
Francês: 20;
Alemão: 20.
Para planejar as atividades de 2025, o gerente da escola
estimou que o total de matrículas será o mesmo de 2024, e a
distribuição percentual das matrículas, por idioma, será igual à
registrada em 2023.
Segundo essa estimativa, o número de matrículas no curso de
francês para o ano de 2025 será
A 2.
B 12.
C 20.
D 22.
E 40.
ENEM
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"152";"O controle remoto de um carrinho de brinquedo vem
equipado com uma tela que ajusta automaticamente a
escala empregada na exibição de cada deslocamento. A tela
apresenta a imagem do deslocamento, a escala utilizada na
geração dessa imagem e o comprimento desse deslocamento,
em centímetro, em conformidade com a escala empregada.
As figuras representam a tela do controle remoto exibindo os
dados de cinco deslocamentos realizados por esse carrinho.
Descrição das figuras: Cada figura apresenta um segmento
de reta unindo dois pontos, informa o comprimento desse
segmento, em centímetro, e indica uma escala, na seguinte
configuração:
Figura 1: O segmento de reta do ponto A ao ponto B mede
9 centímetros numa escala de 1 para 100;
Figura 2: O segmento de reta do ponto B ao ponto C mede
5 centímetros numa escala de 1 para 300;
Figura 3: O segmento de reta do ponto C ao ponto D mede
5 centímetros numa escala de 1 para 600;
Figura 4: O segmento de reta do ponto D ao ponto E mede
3 centímetros numa escala de 1 para 700;
Figura 5: O segmento de reta do ponto E ao ponto F mede
2 centímetros numa escala de 1 para 1 000.
A opção que indica o deslocamento de maior comprimento
realizado pelo carrinho de brinquedo é
A 1.
B 2.
C 3.
D 4.
E 5.
M2025
NJA | LEDOR 25
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"153";"Em um jogo digital, há três personagens: um herói e dois
vilões. A programação é feita de tal forma que o herói sempre
será atacado pelo vilão que estiver mais próximo dele. Uma das
maneiras de “confundir” os vilões é movimentar o herói por
trajetórias que o mantenha equidistante dos vilões, gerando
indefinição entre eles e, com isso, não sendo atacado.
Para a programação de uma das etapas desse jogo,
o programador considerou, no plano cartesiano, o quadrado
STUV como a região de movimentação dos personagens, onde
V e T representam as posições fixas dos vilões, e S, a posição
inicial do herói, como apresentado na figura.
Descrição da figura: A figura apresenta o primeiro quadrante
do plano cartesiano com um quadrado cujos vértices são:
S, T, U e V, com V de coordenadas (8 ; 6); S de coordenadas
(6 ; 2); T oposto a V e U oposto a S.
Qual é a equação da trajetória em que o herói poderá se
movimentar sem ser atacado?
A y é igual a menos 3 vezes x mais 20
B y é igual a menos 3 vezes x mais 16
C y é igual a menos 3 vezes x menos 20
D y é igual a 3 vezes x mais 16
E y é igual a 3 vezes x menos 16
ENEN2
26 MATEMÁTIC
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"154";"Uma livraria comercializa livros dos seguintes gêneros
literários: ficção científica, autoajuda, romance e biografia.
O gráfico apresenta o estoque dos livros que essa livraria tem,
por gênero literário e por nacionalidade do autor, bem como a
demanda por gênero literário, obtida por meio de uma enquete
feita com seus clientes habituais.
Descrição do gráfico: O gráfico, intitulado Estoque e demanda
por livros, associa quantidade de livros em estoque com a
demanda de clientes nos gêneros de Ficção, Autoajuda,
Romance e Biografia. A demanda, por gênero, é representada
por um gráfico de linha. O estoque de livros, por gênero, é
representado por duas colunas, uma associada a autores
brasileiros e outra associada a autores estrangeiros, na seguinte
configuração:
Ficção: demanda de 160 livros; estoque de 80 livros de autores
brasileiros e 120 de autores estrangeiros;
Autoajuda: demanda de 135 livros; estoque de 50 livros de
autores brasileiros e 80 de autores estrangeiros;
Romance: demanda de 140 livros; estoque de 40 livros de
autores brasileiros e 105 de autores estrangeiros;
Biografia: demanda de 80 livros; estoque de 45 livros de autores
brasileiros e 50 de autores estrangeiros.
Estoque e demanda por livros
O gerente da livraria fará a encomenda de novos exemplares
somente do gênero cuja quantidade em estoque seja insuficiente
para atender a demanda constatada pela enquete.
O gênero de livro do qual o gerente deverá encomendar mais
exemplares é
A ficção, pois é o que apresenta maior demanda.
B biografia, pois é o gênero que tem a menor demanda.
C autoajuda, pois a quantidade em estoque é inferior à demanda.
D biografia, pois é o gênero que tem a menor quantidade de
livros em estoque.
E romance, pois é o que apresenta o menor estoque de livros
de autores brasileiros.
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"155";"Um recipiente tem um formato que faz com que, ao ser
enchido de água com uma vazão constante, a distância D da
lâmina de água ao tampo da mesa, em centímetro, aumente
em relação ao tempo T, em minuto, de acordo com uma função
do tipo
D é igual a k mais tangente de, abre colchete, p vezes, abre
parêntese, T mais m, fecha parêntese, fecha colchete,
sendo os parâmetros k, p e m números reais, para T variando
entre 0 e 4 minutos, conforme ilustrado na figura, na qual estão
apresentadas assíntotas verticais da função tangente utilizada
na definição de D.
Descrição do gráfico: O plano cartesiano apresenta, no eixo das
abscissas, o tempo T e, no eixo das ordenadas, a distância D,
no qual está representada uma função do tipo tangente entre
duas assíntotas verticais consecutivas, uma passando por um
ponto de abscissa fração de numerador 5 menos 2 vezes pi e
denominador 2, e a outra passando por um ponto de abscissa
fração de numerador 5 mais 2 vezes pi e denominador 2. Sobre
esse gráfico está destacada uma curva, que vai do ponto de
abscissa zero ao ponto de abscissa 4, passando pelo ponto
de abscissa 2,5 e ordenada 30, que representa a distância D
da lâmina de água em função do tempo T.
A expressão algébrica que representa a relação entre D e T é
A D é igual a 2,5 mais tangente de, abre colchete, 30 vezes,
abre parêntese, T menos fração de numerador 5 menos 2
vezes pi e denominador 2, fecha parêntese, fecha colchete.
B D é igual a 4 mais tangente de, abre colchete, 30 vezes,
abre parêntese, T mais cinco meios, fecha parêntese,
fecha colchete.
C D é igual a 4 mais tangente de, abre colchete, 2,5 vezes, abre
parêntese, T mais fração de numerador 5 mais 2 vezes pi e
denominador 2, fecha parêntese, fecha colchete.
D D é igual a 30 mais tangente de, abre colchete, um meio vezes,
abre parêntese, T menos 5, fecha parêntese, fecha colchete.
E D é igual a 30 mais tangente de, abre colchete, um meio
vezes, abre parêntese, T menos cinco meios, fecha parêntese,
fecha colchete.
ENEM
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"156";"Os quadrados em cinza na figura representam os quarteirões
de uma parte do bairro onde moram João e seu amigo.
O quadrado pequeno (A), pintado em preto e localizado no canto
superior esquerdo de um quadrado maior, indica a casa do amigo
de João. João também mora em uma casa de esquina, mas na
extremidade nordeste de um quarteirão. Para chegar à casa de
seu amigo, ao sair de casa, João deve caminhar pelo quarteirão
onde mora na direção oeste, dobrar à direita, caminhar por três
quarteirões na direção norte e dobrar à esquerda. A casa de
seu amigo fica no segundo quarteirão a oeste.
Descrição da figura: A figura é composta por 42 quadrados,
distribuídos em 7 linhas e 6 colunas, e pela representação da
rosa dos ventos indicando a direção Norte para cima, a direção
Sul para baixo, a direção Oeste para a esquerda e a direção
Leste para a direita. Alguns desses quadrados estão marcados
por uma letra, na seguinte configuração:
Quadrado na linha 1 e coluna 5: letra Q;
Quadrado na linha 4 e coluna 5: letra S;
Quadrado na linha 7 e coluna 1: letra R;
Quadrado na linha 7 e coluna 5: letra P;
Quadrado na linha 7 e coluna 6: letra T.
O quadrado pequeno com a letra A, pintado em preto, está
no canto superior esquerdo do quadrado localizado na linha
4 e coluna 3.
O quarteirão onde se encontra a casa de João é representado
pelo quadrado com a letra
A P.
B Q.
C R.
D S.
E T.
M2025
NJA | LEDOR 27
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"157";"Uma empresa produziu, em um determinado mês,
110 toneladas de plástico a partir de derivados de petróleo
e 80 toneladas a partir de plásticos reciclados. O custo para
reciclar uma tonelada de plástico é de 500 reais, que equivale
a 5 por cento do custo para produzir a mesma quantidade de
plástico a partir de derivados de petróleo. Para o mês seguinte,
a meta dessa empresa é produzir a mesma quantidade de
plástico que foi produzida nesse mês, mas com redução de,
pelo menos, 50 por cento no custo de produção.
Para que no mês seguinte a empresa atinja a meta, a quantidade
mínima de toneladas de plástico que devem ser produzidas a
partir de reciclagem deverá ser
A 135.
B 140.
C 155.
D 160.
E 175.";"MATEMÁTICA E SUAS TECNOLOGIAS"
"158";"Em um estudo clínico, 55 mulheres foram distribuídas,
aleatoriamente, em 5 grupos de 11 pessoas. Para testar uma
nova medicação, será escolhido um grupo no qual a maioria das
mulheres tenham idades entre 20 e 30 anos. Os demais grupos
tomarão placebo ou medicações já existentes no mercado.
O quadro, parcialmente preenchido, informa alguns dados
relativos às idades das mulheres desses grupos.
Descrição do quadro: O quadro, que associa grupos a algumas
informações sobre suas idades, apresenta os seguintes dados:
Grupo 1: média igual a 25, desvio padrão igual a 10;
Grupo 2: mediana igual a 25, desvio padrão igual a 9;
Grupo 3: moda igual a 25;
Grupo 4: média igual a 25, desvio padrão igual a 1;
Grupo 5: menor idade igual a 20, maior idade igual a 35.
Grupos Menor idade Maior idade Média Mediana Moda Desvio padrão
1 25 10
2 25 9
3 25
4 25 1
5 20 35
Mesmo com o quadro incompleto, foi possível selecionar
um desses grupos porque, apenas com os dados apresentados
no quadro, foi identificado um grupo que, certamente, atendia
ao critério de escolha.
O grupo escolhido foi o
A 1.
B 2.
C 3.
D 4.
E 5.
ENEN2
28 MATEMÁTIC
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"159";"Pace é um termo usado por um corredor para denominar o
seu ritmo médio em uma corrida. Representa o tempo médio,
em segundo, que esse corredor leva para percorrer 1 quilômetro.
O esquema apresenta o tempo, em segundo, que um
corredor levou para cruzar as marcas que definem os quatro
primeiros trechos de 1 quilômetro, em uma corrida de
5 quilômetros, e o tempo gasto para percorrer cada trecho de
1 quilômetro.
Descrição do esquema: O esquema apresenta o tempo, em
segundo, que um corredor leva para cruzar as marcas que
definem os quatro primeiros trechos de 1 quilômetro, em
uma corrida de 5 quilômetros, e o tempo gasto para percorrer
cada trecho de 1 quilômetro.
Primeiro trecho (do quilômetro zero ao quilômetro 1): o tempo
gasto para percorrer o trecho é 272 segundos, e o tempo total
de corrida até o final desse trecho é 272 segundos;
Segundo trecho (do quilômetro 1 ao quilômetro 2): o tempo
gasto para percorrer o trecho é 284 segundos, e o tempo total
de corrida até o final desse trecho é 556 segundos;
Terceiro trecho (do quilômetro 2 ao quilômetro 3): o tempo
gasto para percorrer o trecho é 288 segundos, e o tempo total
de corrida até o final desse trecho é 844 segundos;
Quarto trecho (do quilômetro 3 ao quilômetro 4): o tempo
gasto para percorrer o trecho é 288 segundos, e o tempo total
de corrida até o final desse trecho é 1 132 segundos;
Quinto trecho (do quilômetro 4 ao quilômetro 5): não são
fornecidos nem o tempo gasto para percorrer esse trecho,
nem o tempo total da corrida até o final desse trecho.
O melhor pace que esse corredor alcançou em corridas de
5 quilômetros foi 281 segundos por quilômetro.
Para que consiga repetir nessa corrida seu melhor pace em
corridas de 5 quilômetros, seu tempo, no quinto trecho, deve
ser quantos segundos menor do que o que ele gastou para
percorrer o quarto trecho?
A 1
B 2
C 8
D 9
E 15
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"160";"Dez casais fundaram um grupo de dança e decidiram
constituir uma diretoria com três cargos: presidente, secretário
e tesoureiro. Para maior representatividade, decidiu-se que no
máximo uma pessoa por casal poderá ocupar um cargo nessa
diretoria.
Quantas diretorias diferentes podem ser constituídas por esses
10 casais?
A 10 vezes 9 vezes 8
B 20 vezes 18 vezes 16
C 20 vezes 19 vezes 18
D 10 vezes 9 vezes 8 vezes 2
E 20 vezes 18 vezes 16 vezes 2";"MATEMÁTICA E SUAS TECNOLOGIAS"
"161";"Um artista, que costuma fazer desenhos com areia na
praia, pediu a um banhista que fizesse um pequeno desenho,
que serviria de esboço para uma grande obra de arte a ser
feita na areia. Esse desenho está representado na figura.
Descrição da figura: Figura com 20 centímetros de largura e
20 centímetros de comprimento contendo um círculo com
8 triângulos isósceles, igualmente espaçados, à sua volta.
Após a conclusão, a obra de arte obtida manteve as mesmas
proporções do desenho feito pelo banhista, sendo que as
medidas indicadas na figura foram ampliadas para 30 metros.
Em qual escala esse desenho representa a obra de arte?
A 1 para 1,5
B 1 para 2,25
C 1 para 10
D 1 para 100
E 1 para 150
ENEM
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"162";"estresse em enfermeiros: o uso do cortisol
salivar no dia de trabalho e de folga
O cortisol é um hormônio produzido pelas glândulas
adrenais e pode ser considerado um importante marcador
do estresse fisiológico. Em um estudo desenvolvido com
enfermeiros, foi verificado que a concentração de cortisol
salivar em um dia de trabalho, denotada por T, era, em média,
1,59 vezes a concentração de cortisol salivar em um dia de
folga, denotada por F.
Nesse estudo, a relação obtida entre T e F foi
A T é igual a 1,59 mais F
B F é igual a 1,59 mais T
C fração de numerador T e denominador F é igual a 1,59
D fração de numerador F e denominador T é igual a 1,59
E F vezes T é igual a 1,59";"MATEMÁTICA E SUAS TECNOLOGIAS"
"163";"Um estacionamento possui 120 vagas para veículos, e
todas essas vagas estão ocupadas. Cada cliente paga uma
mensalidade para utilizar uma vaga, que é calculada com base
nas despesas mensais do estacionamento e no lucro pretendido.
As despesas mensais do estacionamento são: 14 240 reais
com manutenção mais 36 reais de seguro por veículo. O lucro
do estacionamento é determinado pela diferença do valor
arrecadado com as mensalidades pelas despesas efetuadas.
A partir do mês seguinte, o valor do seguro por veículo aumentará
em 20 por cento, e as despesas com manutenção permanecerão
sem alterações. Com isso, o dono do estacionamento reajustará
as mensalidades para obter um lucro mensal de 10 000 reais.
Apesar desse reajuste, todas as vagas continuarão ocupadas.
O valor, em real, da mensalidade reajustada será
A 185,60.
B 226,09.
C 245,20.
D 268,93.
E 285,60.";"MATEMÁTICA E SUAS TECNOLOGIAS"
"164";"O dono de uma sorveteria armazena sorvete em potes de
20 000 centímetros cúbicos. Ele serve o sorvete em taças, em
porções de 250 mililitros.
A quantidade de taças que ele consegue servir a partir de um
pote cheio de sorvete é
A 5.
B 8.
C 50.
D 80.
E 800.
M2025
NJA | LEDOR 29
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"165";"Em uma escola, todos os estudantes do ensino médio praticam
uma das três modalidades esportivas oferecidas como atividade
física, e cada um deles pratica somente uma dessas atividades.
Os gráficos trazem alguns dados relativos aos quantitativos de
estudantes que praticam essas modalidades esportivas nessa
escola, apesar de algumas quantidades não terem sido informadas.
Descrição dos gráficos: Um gráfico de barras verticais e 9 linhas
de grade horizontais, intitulado Modalidades esportivas no
ensino médio, por série, associa a quantidade de estudantes
de cada série do ensino médio às modalidades esportivas
futebol, vôlei e basquete, conforme a seguinte distribuição:
Futebol: aos estudantes da primeira série está associada uma barra
que se inicia na linha de grade 0 e termina na linha de grade 7;
aos estudantes da segunda série está associada uma barra que
se inicia na linha de grade 0 e termina na linha de grade 6;
aos estudantes da terceira série está associada uma barra que
se inicia na linha de grade 0 e termina na linha de grade 5.
Vôlei: aos estudantes da primeira série está associada uma barra
que se inicia na linha de grade 0 e termina na linha de grade 3;
aos estudantes da segunda série está associada uma barra que
se inicia na linha de grade 0 e termina na linha de grade 3;
aos estudantes da terceira série está associada uma barra que
se inicia na linha de grade 0 e termina na linha de grade 4.
Basquete: aos estudantes da primeira série está associada
uma barra que se inicia na linha de grade 0 e termina na linha
de grade 1; aos estudantes da segunda série está associada
uma barra que se inicia na linha de grade 0 e termina na linha
de grade 3; aos estudantes da terceira série está associada
uma barra que se inicia na linha de grade 0 e termina na
linha de grade 4.
Um outro gráfico, dividido em 3 setores circulares, intitulado
Quantidade de estudantes, por modalidade esportiva, associa
a quantidade de estudantes às modalidades esportivas futebol,
vôlei e basquete, e destaca 80 desses estudantes no setor
referente ao basquete, mas não informa as quantidades de
estudantes para vôlei e futebol.
ENEN2
30 MATEMÁTIC
M2025
Qual é a quantidade de estudantes no ensino médio dessa escola?
A 720
B 360
C 320
D 288
E 240";"MATEMÁTICA E SUAS TECNOLOGIAS"
"166";"O polvilho, ou fécula de mandioca, é utilizado na produção
de biscoito de polvilho.
Na receita dessa iguaria, é recomendado que, para a
obtenção de 8 unidades de biscoito de polvilho de certo tamanho
sejam utilizados, dentre outros ingredientes:
• 4 xícaras de polvilho;
• 2 ovos;
• 1 colher de chá de fermento.
Para a obtenção de 20 unidades desse biscoito, recomenda-se
que sejam utilizados:
• 10 xícaras de polvilho;
• 5 ovos;
• 2 colheres de chá de fermento.
Comparando os mesmos ingredientes nas duas receitas,
pretende-se identificar se há alguma proporcionalidade entre
essas quantidades e as respectivas quantidades de biscoito de
polvilho produzidas.
De acordo com essa comparação, em relação às
proporcionalidades, identificou-se que
A as quantidades de polvilho e de ovos são diretamente
proporcionais à quantidade de unidades de biscoito de
polvilho obtida.
B as quantidades de polvilho e ovos são inversamente
proporcionais à quantidade de unidades de biscoito de
polvilho obtida.
C todas as quantidades de ingredientes são diretamente
proporcionais à quantidade de unidades de biscoito de
polvilho obtida.
D todas as quantidades de ingredientes são inversamente
proporcionais à quantidade de unidades de biscoito de
polvilho obtida.
E a quantidade de fermento é diretamente proporcional
à quantidade de unidades de biscoito de polvilho, e as
quantidades dos outros ingredientes são inversamente
proporcionais à quantidade de unidades de biscoito de
polvilho obtida.
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
